firstname,gender,tokens
brenda,female,"['piler', 'describ', 'boyfriend', 'want', 'work', 'veri', 'pleas', 'plier', 'price', 'plier', 'awesom', 'set', 'veri', 'well', 'craft', 'must', 'lor', 'collector', 'year', 'old', 'love', 'start', 'collect', 'beauti', 'set', 'place', 'order', 'expect', 'veri', 'item', 'pictur', 'unfortun', 'didnt', 'receiv', 'order', 'pictur', 'receiv', 'new', 'ultra', 'glow', 'fade', 'cream', 'order', 'ultra', 'glow', 'skin', 'tone', 'cream', 'want', 'ultra', 'glow', 'fade', 'cream', 'wouldv', 'order', 'keyston', 'lab', 'websit', 'differ', '34fade34', 'cream', '34skin', 'tone34', 'cream', 'order', 'amazoncom', 'ever', 'fals', 'advertis', 'purchas', 'christma', 'gift', 'locat', 'store', 'made', 'famili', 'member', 'veri', 'happi', 'christma', 'gift', 'best', 'mud', 'mask', 'ever', 'use', 'mix', 'organ', 'appl', 'cider', 'vinegar', 'made', 'skin', 'glow', 'also', 'like', 'mix', 'much', 'littl', 'need', 'blow', 'mint', 'julep', 'mask', 'away', 'left', 'face', 'notic', 'softer', 'best', 'mud', 'mask', 'ever', 'use']"
brent,male,"['need', 'larg', 'number', 'g8', 'halogen', 'bulb', 'cabinet', 'light', 'pack', 'came', 'well', 'packag', 'bulb', 'work', 'color', 'bright', 'great', 'great', 'bulb', 'reciev', 'fan', 'instal', 'pretti', 'easi', 'instal', 'compliant', 'befor', 'purchas', 'fan', 'read', 'quit', 'review', 'bright', 'light', 'seem', 'big', 'concern', 'instal', 'notic', 'doesnt', 'give', 'alot', 'light', 'go', 'low', 'purchas', '40w', 'natur', 'daylight', 'cfl', 'bulb', 'busi', 'bulb', 'pretti', 'bright', 'quick', 'solut', 'problem', 'qualiti', 'fan', 'pretti', 'good', 'opinion', 'would', 'buy', 'fan', 'yea', 'sure', 'would', 'great', 'fan', 'bought', 'beauty_solut', 'obvious', 'tamper', 'seal', 'pump', 'main', 'bottl', 'crusti', 'substanc', 'around', 'pump', 'top', '34seal34', 'strip', 'packag', 'tape', 'appear', 'peel', 'reappli', 'cleaner', 'smell', 'veri', 'differ', 'last', 'bottl', 'finish', 'think', 'pretti', 'obvious', 'open', 'dump', 'replac', 'someth', 'els', 'fake', 'product', 'seal', 'partial', 'stuck', 'packag', 'tape']"
brett,male,"['product', 'arriv', 'veri', 'quick', 'packag', 'look', 'like', 'someth', 'dvd', 'book', 'would', 'come', 'switch', 'cover', 'plastic', 'punctur', 'cardboard', 'packag', 'mean', 'complet', 'expos', 'dirti', 'scrape', 'havent', 'tri', 'packag', 'alon', 'prevent', 'ever', 'order', 'seller', 'quick', 'ship', 'pathet', 'packag', 'want', 'well', 'built', 'tarp', 'forest', 'color', 'got', 'tarp', 'good', 'qualiti', 'paper', 'thin', 'like', 'mani', 'tarp', 'ive', 'found', 'onlin', 'measur', 'short', 'side', 'exact', '6ft8ft', 'doesnt', 'bother', 'camper', 'weight', 'isnt', 'bad', 'probabl', 'lbs', 'want', 'ultralight', 'tarp', 'gon', 'na', 'end', 'one', 'paperthin', 'easili', 'rip', 'one', 'grommet', 'appear', 'ok', 'tell', 'cheap', 'aluminum', 'well', 'stitch', 'tarp', 'pull', 'tight', 'grommet', 'may', 'go', 'first', 'see', 'last', 'quit', 'awhil', 'wood', 'pile', 'good', 'tarp', 'desper', 'relief', 'sciatic', 'nerv', 'pain', 'leg', 'took', 'week', 'notdo', 'anyth', 'final', 'found', 'product', 'walgreen', 'effect', 'differ']"
brian,male,"['miss', 'toilet', 'handl', 'nice', 'product', 'buy', 'two', 'towel', 'bar', 'instead', 'sinc', 'isnt', 'lot', 'clearanc', 'two', 'thick', 'towel', 'hang', 'ad', 'said', 'match', 'toilet', 'handl', 'includ', 'wasnt', '34lost34', 'last', 'one', 'model', 'color', 'sinc', 'couldnt', 'get', 'old', 'batteri', 'evid', 'leak', 'stuck', 'hope', 'one', 'wont', 'problem', 'new', 'one', 'definit', 'bright', 'possibl', 'last', 'one', 'love', 'mag', 'general', 'last', 'one', 'toss', 'broke', 'first', 'time', 'use', 'one', 'small', 'male', 'star', 'bit', 'snap', 'right', 'hollow', 'solid', 'star', 'bit', 'set', 'pump', 'arriv', 'quick', 'describ', 'like', 'review', 'product', 'easi', 'instal', 'handi', 'pleas', 'oper', 'thus', 'far', 'pump', 'extrem', 'quiet', 'opinion', 'decid', 'use', 'flexibl', 'quick', 'connect', 'tube', 'come', 'pump', 'becaus', 'steep', 'angl', 'inletoutlet', 'rigid', 'plumb', 'plumb', 'pump', 'rigid', 'pvc', 'issu', 'see', 'quick', 'connect', 'flexibl', 'tube', 'good', 'option', 'long', 'dont', 'creat', 'angl', 'greater', 'degre', 'would', 'restrict', 'flow', 'overal', 'im', 'satisfi', 'initi', 'oper', 'setup', 'deliveri', 'item', 'work', 'great', 'purchas', 'saw', 'year', 'ago', 'put', 'pace', 'ln', 'ft', '1x4', 'solid', 'mapl', 'base', 'ft', 'solid', 'mapl', 'door', 'case', 'rebuilt', 'entir', 'stairway', 'solid', 'mapl', 'tread', 'hand', 'rail', 'newel', 'post', 'spindl', 'everi', 'cut', 'exact', 'dead', 'onaft', 'least', 'cut', 'thing', 'still', 'handl', 'like', 'brand', 'newi', 'heavi', 'uhy', 'realli', 'hard', 'maneuv', 'around', 'bought', 'delta', 'mobil', 'stand', 'new', 'definit', 'make', 'move', 'around', 'easi', 'reallyth', 'digit', 'bevel', 'angl', 'gaug', 'spot', 'welltak', 'note', 'grasshopp', 'befor', 'anyth', 'saw', 'must', 'proper', 'tune', 'saw', 'accuraci', 'use', 'speed', 'squar', 'align', 'fenc', 'blade', 'use', 'speed', 'squar', 'check', 'blade', 'degre', 'bed', 'saw', 'tighten', 'everyth', 'afterward', 'proceed', 'make', 'cut', 'admir', 'handyworki', 'taken', '1x8', 'clear', 'mapl', 'cut', 'miter', 'various', 'trim', 'intersect', 'need', 'zero', 'filler', 'saw', 'cut', 'good', 'laser', 'btw', 'easilt', 'adjust', 'left', 'right', 'dead', 'center', 'kerf', 'cut', 'onc', 'tune', 'want', 'stay', 'periodthi', 'product', 'meant', 'true', 'profession', 'andor', 'anal', 'retent', 'ocd', 'weekend', 'warrior', 'homeown', 'budget', 'allow', 'money', 'well', 'spent', 'invest', 'saw', 'want', 'accuraci', 'adopt', 'motto', 'putti', 'buddi', 'bought', 'two', 'unit', 'easi', 'assembl', 'first', 'one', 'stood', 'strong', 'level', 'second', 'one', 'leg', 'inch', 'ground', 'thought', 'lumber', 'use', 'warp', 'cut', 'new', 'veri', 'straight', 'piec', 'result', 'frame', 'striaght', 'one', 'leg', 'short', 'saw', 'hors', 'ive', 'use', 'plumb', 'hammer', 'sinc', 'year', 'old', 'went', 'work', 'father', 'carpent', 'helperon', 'brand', 'hammer', 'buy', 'well', 'balanc', 'swing', 'perfect', 'day', 'long', 'plumb', 'perfect', 'get', 'lot', 'comment', 'passer', 'bys', 'handcuff', 'design', 'enough', 'alon', 'deter', 'ani', 'thiefit', 'onli', 'lock', 'weve', 'found', 'work', 'well', 'bike', 'cruiser', 'look', 'intimid', 'stuff', 'work', 'great', 'need', 'squar', 'foot', 'hous', 'averag', 'amount', 'frame', 'pictur', 'need', 'three', 'packag', 'ya', 'know', 'work', 'great', 'experi', 'basement', 'watchdog', 'backup', 'kit', 'last', 'home', 'gripe', 'one', 'wimpi', 'compar', 'product', 'power', 'went', 'bw', 'would', 'beep', 'power', 'restor', 'extrem', 'annoyingth', 'esp25', 'power', 'perform', 'veri', 'nice', 'basement', 'pump', 'outsid', 'beep', 'onli', 'actual', 'pumpingi', 'pair', 'largest', 'reason', 'price', 'marin', 'batteri', 'would', 'fit', 'autocraft', 'marin', 'rv', '12volt', 'deep', 'cycl', 'batteri', 'group', 'size', 'cca', 'plenti', 'power', 'without', 'annoy', 'follow', 'direct', 'ran', 'test', 'basement', 'sent', 'packag', 'end', 'test', 'within', 'day', 'result', 'email', 'think', 'week', 'pay', 'expedit', 'servic', 'result', 'veri', 'low', 'work', 'expect', 'bought', 'bit', 'cut', 'shallow', 'deep', 'slot', 'mortis', 'walnut', 'plung', 'router', 'use', 'straight', 'bit', 'task', 'previous', 'sever', 'peopl', 'recommend', 'someth', 'like', 'instead', 'say', 'see', 'improv', 'chip', 'remov', 'better', 'cut', 'qualitythi', 'bit', 'suppos', 'improv', 'help', 'pull', 'chip', 'slot', 'turn', 'produc', 'higher', 'qualiti', 'cut', 'didnt', 'see', 'either', 'improv', 'workth', 'dust', 'extract', 'par', 'straight', 'bit', 'im', 'still', 'end', 'slot', 'full', 'chip', 'half', 'time', 'im', 'also', 'see', 'consider', 'tearout', 'bit', 'straight', 'bit', 'end', 'switch', 'back', 'expect', 'bigger', 'differ', 'straight', 'bit', 'nice', 'price', 'much', 'better', 'expect', 'use', 'dremel', 'brand', 'set', 'like', 'one', 'one', 'doe', 'good', 'caution', 'small', 'bit', 'ensur', 'put', 'heavi', 'pressur', 'tri', 'go', 'fast', 'run', 'risk', 'break', 'travel', 'ani', 'want', 'veri', 'high', 'speed', 'take', 'slow', 'last', 'long', 'time', 'nice', 'set', 'conveni', 'amazon', 'return', 'window', 'period', 'expir', 'decid', 'stop', 'work', 'ive', 'onli', 'use', 'inflat', 'tire', 'ten', 'time', 'buy', 'sudden', 'stop', 'work', 'great', 'smell', 'perfum', 'one', 'favorit', 'love', 'lotion', 'afford', 'tooi', 'done', 'review', 'lol', 'say', 'write', 'ok', 'stop', 'love', 'perfum', 'hemp', 'lavend', 'use', 'bath', 'soap', 'mix', 'di', 'water', 'sensit', 'skin', 'year', 'life', 'problem', 'soap', 'feel', 'clean', 'shower', 'rememb', 'hippi', 'uofm', 'use', 'stuff', 'smart', 'hippi', 'great', 'scent', 'come', 'murphi', 'oil', 'soap', 'still', 'better', 'wood', 'floor', 'cleaner', 'tri', 'clean', 'definit', 'smell', 'great', 'im', 'go', 'stick', 'work', 'tri', 'true', 'use', 'product', 'sinc', 'wife', 'recommend', 'get', 'hair', 'cut', 'stylist', 'high', 'recommend', 'use', 'ever', 'sinc', 'year', 'nowbefor', 'visit', 'wife', 'stylist', 'get', 'cut', 'barber', 'eventu', 'look', 'good', 'kind', 'guy', 'also', 'use', 'whatev', 'hair', 'gel', 'cheapest', 'store', 'never', 'like', 'becaus', 'would', 'make', 'hair', 'extrem', 'stiff', 'look', 'unnatur', 'ever', 'touch', 'hair', 'hand', 'would', 'feel', 'sticki', 'even', 'sever', 'hour', 'put', 'geli', 'dont', 'ani', 'issu', 'aveda', 'product', 'smell', 'good', 'hair', 'stay', 'place', 'natur', 'look', 'touch', 'hair', 'come', 'away', 'feel', 'like', 'slime', 'alien', 'creatureth', 'onli', 'drawback', 'stuff', 'expens', 'obvious', 'think', 'worth', 'use', 'year', 'tri', 'altern', 'mean', 'time', 'great', 'product', 'bit', 'expens', 'veri', 'disappoint', 'bar', 'love', 'anthoni', 'product', 'use', 'ton', 'stuff', 'daili', 'soap', 'smell', 'amaz', 'citrus', 'scent', 'anthoni', 'line', 'get', 'veri', 'clean', 'without', 'dri', 'skin', 'onli', 'flaw', 'flaw', 'larg', 'enough', 'never', 'buy', 'soap', 'keep', 'soap', 'cover', 'soap', 'dish', 'allow', 'bar', 'dri', 'complet', 'use', 'bar', 'soap', 'turn', 'mush', 'week', 'half', 'felt', 'like', 'jello', 'got', 'soft', 'could', 'longer', 'hold', 'hand', 'without', 'fall', 'apart', 'end', 'throw', 'away', 'almost', 'full', 'bar', 'soap', 'stick', 'jack', 'black', 'lush', 'bar', 'putti', 'hand', 'burn', 'leav', 'skin', 'dri', 'crack', 'veri', 'sensit', 'use', 'around', 'eye', 'mouth', 'nose', 'use', 'ill', 'admit', 'bit', 'hesit', 'pay', 'bar', 'soap', 'base', 'review', 'took', 'plung', 'veri', 'glad', 'didfirst', 'cost', 'hesit', 'purchas', 'onli', 'becauseit', 'soap', 'say', 'soap', 'worth', 'bar', 'pretti', 'big', 'mean', 'defintit', 'outlast', 'ani', 'regular', 'guy', 'doesnt', 'disappear', 'quick', 'either', 'ive', 'use', 'week', 'onli', 'slightest', 'decreas', 'size', 'estim', 'one', 'bar', 'last', 'month', 'perhap', 'moresc', 'soap', 'everyth', 'run', 'mill', 'bargain', 'soap', 'scent', 'wonder', 'smell', 'masculin', 'without', 'overpow', 'comment', 'make', 'bathroom', 'smell', 'great', 'scent', 'doe', 'stay', 'dayperform', 'extrem', 'satisifi', 'soap', 'lather', 'veri', 'well', 'much', 'cheap', 'soap', 'use', 'doe', 'dri', 'skin', 'winter', 'like', 'soap', 'sinc', 'start', 'use', 'brand', '34winter', 'itch34', 'subsid', 'love', 'soap', 'dont', 'see', 'ani', 'reason', 'switch', 'anyth', 'els', 'anytim', 'soonoveral', 'youv', 'alway', 'view', 'soap', 'commod', 'akin', 'gasolin', 'appl', 'favor', 'splurg', 'littl', 'pleasant', 'surpris', 'worth', 'everi', 'penni', 'im', 'use', 'leav', 'day', 'condition', 'work', 'great', 'like', 'smell', 'hair', 'veri', 'healthi', 'look', 'wash', 'veri', 'easili', 'need', 'hair', 'onli', 'day', 'know', 'like']"
briana,female,"['first', 'order', 'skeptic', 'well', 'would', 'work', 'howev', 'becom', 'loyal', 'fan', 'work', 'great', 'puffi', 'dark', 'circl', 'love', 'put', 'morn', 'onli', 'complaint', 'havent', 'stock', 'ive', 'want', 'continu', 'purchas', 'whenev', 'one', 'favorit', 'item']"
brittany,female,"['dont', 'normal', 'write', 'review', 'great', 'product', 'first', 'use', 'hair', 'softer', 'skin', 'felt', 'silki', 'smooth', 'even', 'befor', 'put', 'lotion', 'great', 'price', 'great', 'product', 'awesom', 'buy', 'everyth', 'need', 'hand', 'feet', 'look', 'neat', 'pretti', 'tool', 'work', 'perfect', 'pair', 'clipper', 'clamp', 'complet', 'complet', 'even', 'cut', 'unlik', 'clipper', 'ive', 'use', 'worth', 'everi', 'penni', 'everyth', 'need', 'color', 'hair', 'time', 'time', 'blowdri', 'straighten', 'lot', 'clear', 'hair', 'isnt', 'best', 'condit', 'start', 'use', 'shampoo', 'ever', 'sinc', 'work', 'salon', 'carri', 'eufora', 'line', 'product', 'ever', 'sinc', 'use', 'shampoo', 'hair', 'feel', 'amaz', 'natur', 'thick', 'feel', 'super', 'soft', 'shampoo', 'organ', 'safe', 'color', 'treat', 'hair', 'smell', 'wonder', 'littl', 'bit', 'creat', 'decent', 'lather', 'honest', 'like', 'wash', 'hair', 'everi', 'day', 'shampoo', 'last', 'month', '2oz', 'bottl', 'last', 'month', 'thick', 'hair', 'use', 'littl', 'quarter', 'size', 'drop', 'realli', 'lather', 'hair', 'feel', 'clean', 'hair', 'better', 'condit', 'fall', 'outbreak', 'lot', 'less', 'shini', 'consid', 'im', 'style', 'heat', 'lot', 'high', 'recommend', 'eufora', 'product', 'anyon', 'want', 'better', 'lookingfeel', 'hair', 'work', 'wonder']"
brittney,female,"['love', 'stuff', 'date', 'favorit', 'exfoli', 'washscrub', 'older', 'proactiv', 'face', 'wash', 'bit', 'sand', 'whatev', 'realli', 'scrub', 'face', 'clean', 'point', 'abl', 'feelse', 'differ', 'ive', 'purchas', 'cheaper', 'drug', 'store', 'brand', 'scrub', 'face', 'wash', 'simpli', 'work', 'near', 'well', 'final', 'bought', 'stuff', 'becaus', 'heard', 'good', 'thing', 'wow', 'dont', 'know', 'say', 'quit', 'better', 'proactiv', 'howev', 'definit', '2nd', 'stuff', 'smaller', 'bit', 'sand', 'made', 'wonder', 'would', 'work', 'well', 'well', 'doe', 'actual', 'found', 'abl', 'get', 'skin', 'better', 'realli', 'remov', 'ani', 'dead', 'skin', 'clean', 'deepli', 'onli', 'thing', 'dont', 'care', 'peopl', 'might', 'realli', 'love', 'appli', 'use', 'give', 'realli', 'minti', 'ici', 'feel', 'kinda', 'like', 'use', 'tea', 'tree', 'stuff', 'dont', 'like', 'bit', 'uncomfort', 'may', 'find', 'refresh', 'asid', 'stuff', 'great', 'look', 'new', 'favorit', 'scrub', 'got', 'ta', 'tri', 'worth', 'money', 'even', 'though', 'bit', 'expens', 'oh', 'gosh']"
brooke,female,"['work', 'noth', 'air', 'filter', 'havent', 'notic', 'ani', 'benefit', 'buy', 'expens', 'filter', 'may', 'worth', 'extra', 'money', 'realli', 'help', 'messi', 'diaper', 'chang', 'toddler', 'help', 'avoid', 'diaper', 'rash', 'sinc', 'dont', 'wipe', 'hard', 'babi', 'wipe', 'one', 'spray', 'littl', 'wipe', 'clean', 'one', 'two', 'swipe', 'use', 'toddler', 'poopi', 'diaper']"
bruce,male,"['need', 'item', 'quick', 'order', 'repair', 'open', 'paid', 'extra', 'expedit', 'deliveri', 'suppos', 'day', 'deliveri', 'well', 'order', 'feb', 'ship', 'feb', 'deliv', 'hous', 'feb', 'paid', 'extra', 'turn', 'standard', 'deliveri', 'massiv', 'upset', 'mislead', 'inform', 'seller', 'certain', 'never', 'order', 'shame', 'vendor', 'misrepresent', 'expect', 'better', 'amazon', 'vendora', 'whether', 'part', 'repair', 'certain', 'sinc', 'door', 'year', 'ago', 'bought', 'part', 'local', 'deliveri', 'promis', 'anoth', 'product', 'emerg', 'first', 'aid', 'bag', 'hope', 'work', 'need', 'alway', 'good', 'prepair', 'wake', 'work', 'box', 'return', 'immedi', 'wasnt', 'look', 'precis', 'amper', 'measur', 'ani', 'measur', 'would', 'help', 'wast', 'time', 'receiv', 'squar', 'veri', 'nice', 'carri', 'case', 'well', 'protect', 'squar', 'everyth', 'advertis', 'review', 'current', 'woodwork', 'magazin', 'excel', 'qualiti', 'veri', 'easi', 'read', 'measur', 'pec', 'piec', 'combo', 'squar', 'first', 'batteri', 'went', 'bad', 'year', 'purchas', 'new', 'one', 'replac', 'instruct', 'glentron', 'state', 'use', 'yellow', 'cap', 'old', 'batteri', 'insert', 'sensor', 'rod', 'monitor', 'acid', 'level', 'problem', 'old', 'batteri', 'didnt', 'come', 'yellow', 'cap', 'sensor', 'insert', 'direct', 'hole', 'top', 'batteri', 'alarm', 'constant', 'go', 'indic', 'low', 'level', 'batteri', 'acid', 'call', 'number', 'custom', 'servic', 'help', 'alreadi', 'ad', 'acid', 'batteri', 'cant', 'send', 'back', 'would', 'think', 'money', 'spent', 'system', 'compani', 'would', 'provid', 'better', 'custom', 'servic', 'dont', 'buy', 'far', 'favorit', 'way', 'appli', 'liquid', 'foundat', 'make', 'beauti', 'seamless', 'dont', 'worri', 'brush', 'stroke', 'uneven', 'finish', 'make', 'skin', 'look', 'airbrush', 'perfect', 'great', 'appli', 'eye', 'conceal', 'well', 'great', 'buy', 'amazon', 'normal', 'lot', 'two', 'spong', 'sephora', 'doesnt', 'includ', 'cleanser', 'cleanser', 'realli', 'nice', 'like', 'packag', 'normal', 'love', 'type', 'bottl', 'realli', 'difficult', 'get', 'product', 'onto', 'spong', 'normal', 'push', 'pump', 'finger', 'flip', 'bottl', 'gel', 'slide', 'onto', 'hand', 'definit', 'buy', 'favorit', 'way', 'appli', 'liquid', 'makeup', 'worn', 'year', 'fragranc', 'make', 'gag', 'light', 'amd', 'clean', 'came', 'quick', 'real', 'thing', 'consist']"
bruno,male,"['replac', 'basic', 'gas', 'fire', 'boiler', 'aquastat', 'doe', 'far', 'requir', 'easi', 'instal', 'setup', 'keep', 'mind', 'hydron', 'installationrepair', 'price', 'also', 'scari', 'one', 'might', 'think', 'consid', 'capabl', 'unit', 'doe', 'far', 'need', 'use', 'devic', 'adjust', 'temperatur', 'yogourmet', 'yogurt', 'maker', 'precis', '110f', 'depend', 'time', 'year', 'outdoor', 'temp', 'machin', 'fluctuat', 'quit', 'bit', 'help', 'dial', 'right', 'temp', 'season', 'use', 'regul', 'tempratur', 'yogourmet']"
bryan,male,"['give', 'nail', 'thumb', 'work', 'excel', 'go', 'bend', 'qualliti', 'good', 'price', 'badship', 'fast', 'great', 'nail', 'wear', 'work', 'search', 'vehicl', 'process', 'traffic', 'northern', 'border', 'glove', 'give', 'best', 'combin', 'durabl', 'function', 'im', 'still', 'abl', 'unzip', 'luggag', 'flip', 'passport', 'document', 'extrem', 'easei', 'also', 'draw', 'fire', 'firearm', 'without', 'ani', 'issu', 'glove', 'high', 'recommend', 'love', 'need', 'wood', 'rack', 'whose', 'footprint', 'minim', 'also', 'locat', 'abov', 'floor', 'heat', 'duct', 'requir', 'air', 'space', 'beneath', 'buy', 'kindl', 'round', 'bundl', 'design', 'fit', 'needs100', 'assembl', 'took', 'time', 'onli', 'four', 'screw', 'even', 'liber', 'could', 'wrought', 'iron', 'construct', 'amaz', 'strong', 'fear', 'tip', 'fulli', 'load', 'design', 'work', 'well', 'bungalow', 'made', 'usa', 'factor', 'plus', 'also', 'small', 'space', 'workhors', 'use', 'superflex', 'cabl', 'similar', 'cabl', 'adjust', 'depth', 'work', 'like', 'champ', 'make', 'cabl', 'strip', 'easi', 'heard', 'product', 'beauti', 'blogger', 'maskcara', 'incred', 'pale', 'irish', 'girl', 'lack', 'abil', 'tan', 'natur', 'decid', 'give', 'sunless', 'tan', 'thing', 'tri', 'sun', 'lab', 'medium', 'sunless', 'tan', 'lotion', 'incred', 'natur', 'look', 'would', 'never', 'know', 'tan', 'came', 'bottl', 'isnt', 'dark', 'either', 'right', 'reappli', 'everi', 'day', 'sometim', 'add', 'lotion', 'want', 'keep', 'fade', 'definit', 'buy', 'great', 'product', 'overal', 'natur', 'glow', 'pale', 'skin', 'great', 'valu', 'exact', 'describ', 'quick', 'shipment', 'smell', 'great', 'still', 'need', 'nine', 'work', 'hard', 'becaus', 'great', 'cologn', 'love', 'would', 'make', 'suitabl', 'floor', 'scrub', 'brushtoo', 'stiff', 'lather', 'bar', 'soapcan', 'recommend', 'unless', 'use', 'commerci', 'howev', 'length', 'finish', 'fine', 'stiff']"
bud,male,"['return', 'dull', 'cut', 'mild', 'steel', 'heavi', 'wall', 'squar', 'tube', 'milwauke', 'saw', 'blade', 'came', 'saw', 'would', 'cut', 'stuff', 'mani', 'mani', 'cut', 'cost', 'almost', 'twice', 'much', 'tri', 'one', 'fail', 'veri', 'poor', 'endour', 'mild', 'steel', 'squar', 'tube']"
byron,male,"['one', 'wife', 'look', 'rcomend', 'lot', 'frein', 'love', 'quit', 'bit', 'veri', 'good', 'one', 'wife', 'look', 'rcomend', 'lot', 'frein', 'love', 'quit', 'bit', 'veri', 'good', 'purchas', 'last', 'week', 'receiv', 'time', 'issu', 'scent', 'bit', 'normal', 'put', 'cologn', 'put', 'one', 'spray', 'smell', 'great', 'one', 'receiv', 'doesnt', 'smell', 'right', 'put', 'noth', 'put', 'still', 'noth', 'wonder', 'sever', 'dilut', 'alcohol', 'differ', 'scent', 'complet', 'packag', 'receiv', 'ani', 'plastic', 'wrap', 'well', 'see', 'let', 'return', 'item', 'im', 'look', 'skymal', 'oz', 'bottl', 'unforgiv', 'unforgiv', 'sean', 'john']"
